depth [m],Devon73,Isunnguata_M1-10,Jakobshavn95D_T4,Meighen67,Isunnguata_27km-12C,Isunnguata_33km_15N,TD5_91,SiteII,Isunnguata_27km-12B,StationCentrale,Isunnguata_33km_14SB,GRIP,Isunnguata_27km-11A,HansTausen_Hare,Jakobshavn95D_T5,Jakobshavn89A,Agassiz84,Renland88,NEEM,Isunnguata_27km-12A,Isunnguata_33km_14N,CampCentury,Jakobshavn89B,Jakobshavn95D_I2,Isunnguata_33km_14SA,FOXX2,TD4_91a,FOXX1,TD5_90,PrinceWales05,Agassiz77,Isunnguata_33km_15E,Isunnguata_46km-11A,Devon98,DYE-3,Store_R30_BH19c,FladeIsblink06,Jakobshavn95D_T3,TD1_88,CampVI_50,Jakobshavn95D_I1,Isua_10,Isunnguata_33km_15CA,GISP2,TD2_88,Isua_14,TD3_88,Isua_12,Agassiz79b,Isua_11,Isunnguata_33km_14W,Agassiz79a,TD4_91b,Isunnguata_27km-11B,Isua_13,GULL,Store_R29_BH18c,CampIII_78,Store_S30,Tuto_D-11,Isunnguata_27km-11C,Isunnguata_33km_15CB,Isunnguata_M2-10B,Devon72,Isunnguata_13km-10,NGRIP,HansTausen_Dome,Isunnguata_33km_15S,Penny96,Isunnguata_46km-11B
865,,,,,,,,,,,,-31.5794,,,,-21.3019,,,-29.0973,,,-21.3866,-21.0855,,,,,,,,,,,,-19.6290,-8.1064,,,,,,,,-31.2194,,,,,,,,,,,,,-10.1791,,,,,,,,,-31.8742,,,,
866,,,,,,,,,,,,-31.5807,,,,-21.3116,,,-29.0973,,,-21.3754,-21.0917,,,,,,,,,,,,-19.6279,-7.9770,,,,,,,,-31.2207,,,,,,,,,,,,,-10.0756,,,,,,,,,-31.8757,,,,
867,,,,,,,,,,,,-31.5821,,,,-21.3214,,,-29.0974,,,-21.3643,-21.0980,,,,,,,,,,,,-19.6269,-7.8395,,,,,,,,-31.2220,,,,,,,,,,,,,-9.9714,,,,,,,,,-31.8774,,,,
868,,,,,,,,,,,,-31.5836,,,,-21.3312,,,-29.0974,,,-21.3531,-21.1042,,,,,,,,,,,,-19.6258,-7.7057,,,,,,,,-31.2234,,,,,,,,,,,,,-9.8662,,,,,,,,,-31.8791,,,,
869,,,,,,,,,,,,-31.5850,,,,-21.3409,,,-29.0974,,,-21.3419,-21.1104,,,,,,,,,,,,-19.6246,-7.5751,,,,,,,,-31.2247,,,,,,,,,,,,,-9.7598,,,,,,,,,-31.8807,,,,
870,,,,,,,,,,,,-31.5864,,,,-21.3508,,,-29.0974,,,-21.3307,-21.1166,,,,,,,,,,,,-19.6235,-7.4497,,,,,,,,-31.2260,,,,,,,,,,,,,-9.6519,,,,,,,,,-31.8823,,,,
871,,,,,,,,,,,,-31.5877,,,,-21.3606,,,-29.0974,,,-21.3194,-21.1228,,,,,,,,,,,,-19.6224,-7.3141,,,,,,,,-31.2273,,,,,,,,,,,,,-9.5422,,,,,,,,,-31.8837,,,,
872,,,,,,,,,,,,-31.5890,,,,-21.3704,,,-29.0974,,,-21.3081,-21.1289,,,,,,,,,,,,-19.6212,-7.1849,,,,,,,,-31.2286,,,,,,,,,,,,,-9.4305,,,,,,,,,-31.8851,,,,
873,,,,,,,,,,,,-31.5902,,,,-21.3803,,,-29.0974,,,-21.2967,-21.1351,,,,,,,,,,,,-19.6201,-7.0590,,,,,,,,-31.2299,,,,,,,,,,,,,-9.3165,,,,,,,,,-31.8864,,,,
874,,,,,,,,,,,,-31.5915,,,,-21.3902,,,-29.0974,,,-21.2854,-21.1412,,,,,,,,,,,,-19.6190,-6.9243,,,,,,,,-31.2313,,,,,,,,,,,,,-9.2000,,,,,,,,,-31.8877,,,,
875,,,,,,,,,,,,-31.5929,,,,-21.4001,,,-29.0974,,,-21.2739,-21.1473,,,,,,,,,,,,-19.6179,-6.7897,,,,,,,,-31.2326,,,,,,,,,,,,,-9.0791,,,,,,,,,-31.8891,,,,
876,,,,,,,,,,,,-31.5945,,,,-21.4100,,,-29.0974,,,-21.2625,-21.1534,,,,,,,,,,,,-19.6168,-6.6618,,,,,,,,-31.2339,,,,,,,,,,,,,-8.9523,,,,,,,,,-31.8906,,,,
877,,,,,,,,,,,,-31.5962,,,,-21.4199,,,-29.0974,,,-21.2510,-21.1595,,,,,,,,,,,,-19.6158,-6.5367,,,,,,,,-31.2353,,,,,,,,,,,,,-8.8199,,,,,,,,,-31.8922,,,,
878,,,,,,,,,,,,-31.5979,,,,-21.4299,,,-29.0973,,,-21.2395,-21.1656,,,,,,,,,,,,-19.6148,-6.4120,,,,,,,,-31.2367,,,,,,,,,,,,,-8.6822,,,,,,,,,-31.8938,,,,
879,,,,,,,,,,,,-31.5996,,,,-21.4398,,,-29.0973,,,-21.2280,-21.1717,,,,,,,,,,,,-19.6139,-6.2794,,,,,,,,-31.2380,,,,,,,,,,,,,-8.5394,,,,,,,,,-31.8954,,,,
880,,,,,,,,,,,,-31.6012,,,,-21.4498,,,-29.0972,,,-21.2164,-21.1777,,,,,,,,,,,,-19.6131,-6.1620,,,,,,,,-31.2394,,,,,,,,,,,,,-8.3918,,,,,,,,,-31.8969,,,,
881,,,,,,,,,,,,-31.6026,,,,-21.4598,,,-29.0972,,,-21.2047,-21.1838,,,,,,,,,,,,-19.6123,-6.0606,,,,,,,,-31.2408,,,,,,,,,,,,,-8.2397,,,,,,,,,-31.8983,,,,
882,,,,,,,,,,,,-31.6038,,,,-21.4698,,,-29.0971,,,-21.1931,-21.1898,,,,,,,,,,,,-19.6116,-5.9529,,,,,,,,-31.2421,,,,,,,,,,,,,-8.0834,,,,,,,,,-31.8997,,,,
883,,,,,,,,,,,,-31.6050,,,,-21.4799,,,-29.0970,,,-21.1814,-21.1958,,,,,,,,,,,,-19.6110,-5.8259,,,,,,,,-31.2435,,,,,,,,,,,,,-7.9231,,,,,,,,,-31.9011,,,,
884,,,,,,,,,,,,-31.6063,,,,-21.4899,,,-29.0970,,,-21.1697,-21.2018,,,,,,,,,,,,-19.6104,-5.6883,,,,,,,,-31.2448,,,,,,,,,,,,,-7.7591,,,,,,,,,-31.9025,,,,
885,,,,,,,,,,,,-31.6076,,,,-21.5000,,,-29.0969,,,-21.1579,-21.2078,,,,,,,,,,,,-19.6100,-5.5714,,,,,,,,-31.2462,,,,,,,,,,,,,-7.5916,,,,,,,,,-31.9040,,,,
886,,,,,,,,,,,,-31.6091,,,,-21.5104,,,-29.0968,,,-21.1461,-21.2137,,,,,,,,,,,,-19.6097,-5.4521,,,,,,,,-31.2476,,,,,,,,,,,,,-7.4210,,,,,,,,,-31.9056,,,,
887,,,,,,,,,,,,-31.6108,,,,-21.5214,,,-29.0967,,,-21.1342,-21.2197,,,,,,,,,,,,-19.6095,-5.3247,,,,,,,,-31.2489,,,,,,,,,,,,,-7.2474,,,,,,,,,-31.9072,,,,
888,,,,,,,,,,,,-31.6126,,,,-21.5329,,,-29.0966,,,-21.1223,-21.2256,,,,,,,,,,,,-19.6095,-5.1952,,,,,,,,-31.2503,,,,,,,,,,,,,-7.0713,,,,,,,,,-31.9089,,,,
889,,,,,,,,,,,,-31.6142,,,,-21.5449,,,-29.0965,,,-21.1104,-21.2315,,,,,,,,,,,,-19.6095,-5.1241,,,,,,,,-31.2516,,,,,,,,,,,,,-6.8928,,,,,,,,,-31.9105,,,,
890,,,,,,,,,,,,-31.6156,,,,-21.5572,,,-29.0964,,,-21.0984,-21.2374,,,,,,,,,,,,-19.6096,-5.0377,,,,,,,,-31.2530,,,,,,,,,,,,,-6.7122,,,,,,,,,-31.9120,,,,
891,,,,,,,,,,,,-31.6167,,,,-21.5699,,,-29.0963,,,-21.0864,-21.2433,,,,,,,,,,,,-19.6098,-4.9777,,,,,,,,-31.2544,,,,,,,,,,,,,-6.5297,,,,,,,,,-31.9134,,,,
892,,,,,,,,,,,,-31.6176,,,,-21.5829,,,-29.0962,,,-21.0744,-21.2492,,,,,,,,,,,,-19.6100,-4.8968,,,,,,,,-31.2558,,,,,,,,,,,,,-6.3458,,,,,,,,,-31.9147,,,,
893,,,,,,,,,,,,-31.6185,,,,-21.5960,,,-29.0961,,,-21.0622,-21.2550,,,,,,,,,,,,-19.6103,-4.8366,,,,,,,,-31.2572,,,,,,,,,,,,,-6.1605,,,,,,,,,-31.9160,,,,
894,,,,,,,,,,,,-31.6194,,,,-21.6093,,,-29.0959,,,-21.0501,-21.2609,,,,,,,,,,,,-19.6107,-4.7780,,,,,,,,-31.2586,,,,,,,,,,,,,-5.9743,,,,,,,,,-31.9172,,,,
895,,,,,,,,,,,,-31.6206,,,,-21.6226,,,-29.0958,,,-21.0378,-21.2667,,,,,,,,,,,,-19.6111,-4.6904,,,,,,,,-31.2600,,,,,,,,,,,,,-5.7873,,,,,,,,,-31.9186,,,,
896,,,,,,,,,,,,-31.6221,,,,-21.6359,,,-29.0957,,,-21.0256,-21.2725,,,,,,,,,,,,-19.6115,-4.5906,,,,,,,,-31.2614,,,,,,,,,,,,,-5.5998,,,,,,,,,-31.9200,,,,
897,,,,,,,,,,,,-31.6239,,,,-21.6492,,,-29.0955,,,-21.0133,-21.2783,,,,,,,,,,,,-19.6120,-4.5300,,,,,,,,-31.2629,,,,,,,,,,,,,-5.4122,,,,,,,,,-31.9215,,,,
898,,,,,,,,,,,,-31.6259,,,,-21.6623,,,-29.0953,,,-21.0009,-21.2840,,,,,,,,,,,,-19.6125,-4.4831,,,,,,,,-31.2643,,,,,,,,,,,,,-5.2246,,,,,,,,,-31.9230,,,,
899,,,,,,,,,,,,-31.6279,,,,-21.6752,,,-29.0952,,,-20.9885,-21.2898,,,,,,,,,,,,-19.6130,-4.4077,,,,,,,,-31.2658,,,,,,,,,,,,,-5.0374,,,,,,,,,-31.9246,,,,
900,,,,,,,,,,,,-31.6298,,,,-21.6878,,,-29.0950,,,-20.9761,-21.2955,,,,,,,,,,,,-19.6135,-4.3442,,,,,,,,-31.2672,,,,,,,,,,,,,-4.8507,,,,,,,,,-31.9261,,,,
901,,,,,,,,,,,,-31.6315,,,,-21.7001,,,-29.0948,,,-20.9636,-21.3012,,,,,,,,,,,,-19.6141,-4.2733,,,,,,,,-31.2686,,,,,,,,,,,,,-4.6650,,,,,,,,,-31.9276,,,,
902,,,,,,,,,,,,-31.6333,,,,-21.7120,,,-29.0947,,,-20.9511,-21.3069,,,,,,,,,,,,-19.6146,-4.1862,,,,,,,,-31.2701,,,,,,,,,,,,,-4.4804,,,,,,,,,-31.9291,,,,
903,,,,,,,,,,,,-31.6350,,,,-21.7234,,,-29.0945,,,-20.9386,-21.3126,,,,,,,,,,,,-19.6152,-4.0867,,,,,,,,-31.2715,,,,,,,,,,,,,-4.2973,,,,,,,,,-31.9306,,,,
904,,,,,,,,,,,,-31.6365,,,,-21.7343,,,-29.0943,,,-20.9260,-21.3183,,,,,,,,,,,,-19.6157,-3.9552,,,,,,,,-31.2730,,,,,,,,,,,,,-4.1158,,,,,,,,,-31.9321,,,,
905,,,,,,,,,,,,-31.6379,,,,-21.7446,,,-29.0941,,,-20.9133,-21.3240,,,,,,,,,,,,-19.6163,-3.8773,,,,,,,,-31.2744,,,,,,,,,,,,,-3.9363,,,,,,,,,-31.9337,,,,
906,,,,,,,,,,,,-31.6390,,,,-21.7543,,,-29.0939,,,-20.9007,-21.3296,,,,,,,,,,,,-19.6168,-3.7984,,,,,,,,-31.2758,,,,,,,,,,,,,-3.7590,,,,,,,,,-31.9354,,,,
907,,,,,,,,,,,,-31.6400,,,,-21.7632,,,-29.0937,,,-20.8880,-21.3352,,,,,,,,,,,,-19.6173,-3.7508,,,,,,,,-31.2773,,,,,,,,,,,,,-3.5843,,,,,,,,,-31.9371,,,,
908,,,,,,,,,,,,-31.6409,,,,-21.7713,,,-29.0935,,,-20.8753,-21.3408,,,,,,,,,,,,-19.6178,-3.6152,,,,,,,,-31.2787,,,,,,,,,,,,,-3.4123,,,,,,,,,-31.9388,,,,
909,,,,,,,,,,,,-31.6419,,,,-21.7785,,,-29.0932,,,-20.8625,-21.3464,,,,,,,,,,,,-19.6182,-3.5429,,,,,,,,-31.2801,,,,,,,,,,,,,-3.2433,,,,,,,,,-31.9405,,,,
910,,,,,,,,,,,,-31.6431,,,,-21.7848,,,-29.0930,,,-20.8497,-21.3520,,,,,,,,,,,,-19.6186,-3.4797,,,,,,,,-31.2816,,,,,,,,,,,,,-3.0777,,,,,,,,,-31.9421,,,,
911,,,,,,,,,,,,-31.6448,,,,-21.7901,,,-29.0928,,,-20.8369,-21.3575,,,,,,,,,,,,-19.6189,-3.4681,,,,,,,,-31.2831,,,,,,,,,,,,,-2.9157,,,,,,,,,-31.9435,,,,
912,,,,,,,,,,,,-31.6469,,,,-21.7943,,,-29.0925,,,-20.8240,-21.3630,,,,,,,,,,,,-19.6192,-3.4829,,,,,,,,-31.2845,,,,,,,,,,,,,-2.7575,,,,,,,,,-31.9448,,,,
913,,,,,,,,,,,,-31.6493,,,,-21.7974,,,-29.0923,,,-20.8112,-21.3685,,,,,,,,,,,,-19.6195,-3.5987,,,,,,,,-31.2860,,,,,,,,,,,,,-2.6035,,,,,,,,,-31.9461,,,,
914,,,,,,,,,,,,-31.6516,,,,-21.7993,,,-29.0921,,,-20.7983,-21.3740,,,,,,,,,,,,-19.6197,-3.6813,,,,,,,,-31.2875,,,,,,,,,,,,,-2.4538,,,,,,,,,-31.9475,,,,
915,,,,,,,,,,,,-31.6536,,,,-21.8000,,,-29.0918,,,-20.7853,-21.3795,,,,,,,,,,,,-19.6198,-3.6023,,,,,,,,-31.2890,,,,,,,,,,,,,-2.3088,,,,,,,,,-31.9489,,,,
916,,,,,,,,,,,,-31.6554,,,,-21.8000,,,-29.0915,,,-20.7724,-21.3850,,,,,,,,,,,,-19.6198,-3.5007,,,,,,,,-31.2905,,,,,,,,,,,,,-2.1688,,,,,,,,,-31.9506,,,,
917,,,,,,,,,,,,-31.6571,,,,-21.7999,,,-29.0913,,,-20.7594,-21.3904,,,,,,,,,,,,-19.6197,-3.3878,,,,,,,,-31.2920,,,,,,,,,,,,,-2.0339,,,,,,,,,-31.9524,,,,
918,,,,,,,,,,,,-31.6587,,,,-21.7998,,,-29.0910,,,-20.7464,-21.3958,,,,,,,,,,,,-19.6195,-3.2291,,,,,,,,-31.2934,,,,,,,,,,,,,-1.9045,,,,,,,,,-31.9543,,,,
919,,,,,,,,,,,,-31.6602,,,,-21.7997,,,-29.0907,,,-20.7334,-21.4012,,,,,,,,,,,,-19.6191,-3.1501,,,,,,,,-31.2949,,,,,,,,,,,,,-1.7809,,,,,,,,,-31.9561,,,,
920,,,,,,,,,,,,-31.6616,,,,-21.7995,,,-29.0904,,,-20.7203,-21.4066,,,,,,,,,,,,-19.6186,-3.1044,,,,,,,,-31.2964,,,,,,,,,,,,,-1.6633,,,,,,,,,-31.9577,,,,
921,,,,,,,,,,,,-31.6628,,,,-21.7993,,,-29.0901,,,-20.7072,-21.4120,,,,,,,,,,,,-19.6180,-3.1049,,,,,,,,-31.2979,,,,,,,,,,,,,-1.5520,,,,,,,,,-31.9591,,,,
922,,,,,,,,,,,,-31.6638,,,,-21.7990,,,-29.0898,,,-20.6940,-21.4173,,,,,,,,,,,,-19.6172,-3.0925,,,,,,,,-31.2994,,,,,,,,,,,,,-1.4472,,,,,,,,,-31.9603,,,,
923,,,,,,,,,,,,-31.6648,,,,-21.7987,,,-29.0895,,,-20.6808,-21.4227,,,,,,,,,,,,-19.6164,-3.0152,,,,,,,,-31.3009,,,,,,,,,,,,,-1.3493,,,,,,,,,-31.9614,,,,
924,,,,,,,,,,,,-31.6658,,,,-21.7984,,,-29.0891,,,-20.6675,-21.4280,,,,,,,,,,,,-19.6154,-2.9683,,,,,,,,-31.3024,,,,,,,,,,,,,-1.2585,,,,,,,,,-31.9626,,,,
925,,,,,,,,,,,,-31.6670,,,,-21.7980,,,-29.0888,,,-20.6542,-21.4333,,,,,,,,,,,,-19.6144,-2.9283,,,,,,,,-31.3039,,,,,,,,,,,,,-1.1750,,,,,,,,,-31.9639,,,,
926,,,,,,,,,,,,-31.6684,,,,-21.7976,,,-29.0885,,,-20.6409,-21.4385,,,,,,,,,,,,-19.6133,-2.8473,,,,,,,,-31.3054,,,,,,,,,,,,,-1.0992,,,,,,,,,-31.9654,,,,
927,,,,,,,,,,,,-31.6700,,,,-21.7971,,,-29.0881,,,-20.6275,-21.4438,,,,,,,,,,,,-19.6121,-2.8524,,,,,,,,-31.3069,,,,,,,,,,,,,-1.0313,,,,,,,,,-31.9671,,,,
928,,,,,,,,,,,,-31.6717,,,,-21.7966,,,-29.0878,,,-20.6141,-21.4490,,,,,,,,,,,,-19.6108,-2.8210,,,,,,,,-31.3084,,,,,,,,,,,,,-0.9715,,,,,,,,,-31.9688,,,,
929,,,,,,,,,,,,-31.6735,,,,-21.7961,,,-29.0875,,,-20.6006,-21.4542,,,,,,,,,,,,-19.6096,-2.7845,,,,,,,,-31.3100,,,,,,,,,,,,,-0.9202,,,,,,,,,-31.9704,,,,
930,,,,,,,,,,,,-31.6753,,,,-21.7955,,,-29.0871,,,-20.5872,-21.4594,,,,,,,,,,,,-19.6082,-2.6907,,,,,,,,-31.3115,,,,,,,,,,,,,-0.8777,,,,,,,,,-31.9720,,,,
931,,,,,,,,,,,,-31.6771,,,,-21.7948,,,-29.0867,,,-20.5737,-21.4646,,,,,,,,,,,,-19.6069,-2.6217,,,,,,,,-31.3130,,,,,,,,,,,,,-0.8441,,,,,,,,,-31.9734,,,,
932,,,,,,,,,,,,-31.6791,,,,-21.7942,,,-29.0864,,,-20.5601,-21.4697,,,,,,,,,,,,-19.6055,-2.5547,,,,,,,,-31.3146,,,,,,,,,,,,,-0.8198,,,,,,,,,-31.9748,,,,
933,,,,,,,,,,,,-31.6810,,,,-21.7935,,,-29.0860,,,-20.5466,-21.4749,,,,,,,,,,,,-19.6042,-2.5326,,,,,,,,-31.3161,,,,,,,,,,,,,-0.8050,,,,,,,,,-31.9761,,,,
934,,,,,,,,,,,,-31.6829,,,,-21.7927,,,-29.0856,,,-20.5330,-21.4800,,,,,,,,,,,,-19.6028,-2.4821,,,,,,,,-31.3176,,,,,,,,,,,,,-0.8000,,,,,,,,,-31.9774,,,,
935,,,,,,,,,,,,-31.6846,,,,-21.7919,,,-29.0852,,,-20.5194,-21.4851,,,,,,,,,,,,-19.6014,-2.4556,,,,,,,,-31.3192,,,,,,,,,,,,,-0.8001,,,,,,,,,-31.9788,,,,
936,,,,,,,,,,,,-31.6861,,,,-21.7911,,,-29.0848,,,-20.5057,-21.4901,,,,,,,,,,,,-19.6001,-2.4095,,,,,,,,-31.3208,,,,,,,,,,,,,-0.8005,,,,,,,,,-31.9803,,,,
937,,,,,,,,,,,,-31.6874,,,,-21.7902,,,-29.0844,,,-20.4921,-21.4952,,,,,,,,,,,,-19.5988,-2.3661,,,,,,,,-31.3223,,,,,,,,,,,,,-0.8016,,,,,,,,,-31.9819,,,,
938,,,,,,,,,,,,-31.6887,,,,-21.7893,,,-29.0840,,,-20.4784,-21.5002,,,,,,,,,,,,-19.5976,-2.3147,,,,,,,,-31.3239,,,,,,,,,,,,,-0.8038,,,,,,,,,-31.9836,,,,
939,,,,,,,,,,,,-31.6900,,,,-21.7883,,,-29.0835,,,-20.4647,-21.5052,,,,,,,,,,,,-19.5964,-2.2676,,,,,,,,-31.3255,,,,,,,,,,,,,-0.8074,,,,,,,,,-31.9852,,,,
940,,,,,,,,,,,,-31.6914,,,,-21.7873,,,-29.0831,,,-20.4510,-21.5102,,,,,,,,,,,,-19.5952,-2.2213,,,,,,,,-31.3271,,,,,,,,,,,,,-0.8128,,,,,,,,,-31.9868,,,,
941,,,,,,,,,,,,-31.6929,,,,-21.7863,,,-29.0827,,,-20.4373,-21.5152,,,,,,,,,,,,-19.5941,-2.1741,,,,,,,,-31.3287,,,,,,,,,,,,,-0.8203,,,,,,,,,-31.9883,,,,
942,,,,,,,,,,,,-31.6944,,,,-21.7852,,,-29.0822,,,-20.4236,-21.5201,,,,,,,,,,,,-19.5932,-2.1176,,,,,,,,-31.3303,,,,,,,,,,,,,-0.8303,,,,,,,,,-31.9898,,,,
943,,,,,,,,,,,,-31.6960,,,,-21.7841,,,-29.0818,,,-20.4099,-21.5251,,,,,,,,,,,,-19.5923,-2.0692,,,,,,,,-31.3320,,,,,,,,,,,,,-0.8432,,,,,,,,,-31.9913,,,,
944,,,,,,,,,,,,-31.6976,,,,-21.7829,,,-29.0814,,,-20.3962,-21.5300,,,,,,,,,,,,-19.5915,-2.0242,,,,,,,,-31.3336,,,,,,,,,,,,,-0.8593,,,,,,,,,-31.9928,,,,
945,,,,,,,,,,,,-31.6993,,,,-21.7817,,,-29.0809,,,-20.3824,-21.5349,,,,,,,,,,,,-19.5908,-1.9717,,,,,,,,-31.3352,,,,,,,,,,,,,-0.8789,,,,,,,,,-31.9944,,,,
946,,,,,,,,,,,,-31.7010,,,,-21.7805,,,-29.0804,,,-20.3686,-21.5397,,,,,,,,,,,,-19.5902,-1.9187,,,,,,,,-31.3368,,,,,,,,,,,,,-0.9024,,,,,,,,,-31.9960,,,,
947,,,,,,,,,,,,-31.7028,,,,-21.7792,,,-29.0800,,,-20.3545,-21.5446,,,,,,,,,,,,-19.5898,-1.8721,,,,,,,,-31.3384,,,,,,,,,,,,,-0.9302,,,,,,,,,-31.9977,,,,
948,,,,,,,,,,,,-31.7046,,,,-21.7778,,,-29.0795,,,-20.3402,-21.5494,,,,,,,,,,,,-19.5894,-1.8274,,,,,,,,-31.3400,,,,,,,,,,,,,-0.9626,,,,,,,,,-31.9995,,,,
949,,,,,,,,,,,,-31.7065,,,,-21.7765,,,-29.0790,,,-20.3258,-21.5542,,,,,,,,,,,,-19.5891,-1.7731,,,,,,,,-31.3416,,,,,,,,,,,,,-1.0000,,,,,,,,,-32.0012,,,,
950,,,,,,,,,,,,-31.7082,,,,-21.7750,,,-29.0785,,,-20.3112,-21.5590,,,,,,,,,,,,-19.5888,-1.7176,,,,,,,,-31.3432,,,,,,,,,,,,,,,,,,,,,,-32.0028,,,,
951,,,,,,,,,,,,-31.7098,,,,-21.7736,,,-29.0780,,,-20.2965,-21.5637,,,,,,,,,,,,-19.5885,-1.6606,,,,,,,,-31.3448,,,,,,,,,,,,,,,,,,,,,,-32.0043,,,,
952,,,,,,,,,,,,-31.7114,,,,-21.7721,,,-29.0775,,,-20.2817,-21.5685,,,,,,,,,,,,-19.5882,-1.6003,,,,,,,,-31.3464,,,,,,,,,,,,,,,,,,,,,,-32.0058,,,,
953,,,,,,,,,,,,-31.7130,,,,-21.7705,,,-29.0770,,,-20.2668,-21.5732,,,,,,,,,,,,-19.5879,-1.5379,,,,,,,,-31.3481,,,,,,,,,,,,,,,,,,,,,,-32.0073,,,,
954,,,,,,,,,,,,-31.7146,,,,-21.7689,,,-29.0765,,,-20.2519,-21.5779,,,,,,,,,,,,-19.5877,-1.4817,,,,,,,,-31.3497,,,,,,,,,,,,,,,,,,,,,,-32.0087,,,,
955,,,,,,,,,,,,-31.7163,,,,-21.7673,,,-29.0760,,,-20.2370,-21.5825,,,,,,,,,,,,-19.5874,-1.4373,,,,,,,,-31.3513,,,,,,,,,,,,,,,,,,,,,,-32.0103,,,,
956,,,,,,,,,,,,-31.7183,,,,-21.7656,,,-29.0755,,,-20.2221,-21.5872,,,,,,,,,,,,-19.5872,-1.3828,,,,,,,,-31.3529,,,,,,,,,,,,,,,,,,,,,,-32.0120,,,,
957,,,,,,,,,,,,-31.7206,,,,-21.7639,,,-29.0749,,,-20.2073,-21.5918,,,,,,,,,,,,-19.5870,-1.3435,,,,,,,,-31.3545,,,,,,,,,,,,,,,,,,,,,,-32.0138,,,,
958,,,,,,,,,,,,-31.7228,,,,-21.7622,,,-29.0743,,,-20.1925,-21.5964,,,,,,,,,,,,-19.5868,-1.2922,,,,,,,,-31.3562,,,,,,,,,,,,,,,,,,,,,,-32.0156,,,,
959,,,,,,,,,,,,-31.7249,,,,-21.7603,,,-29.0738,,,-20.1778,-21.6010,,,,,,,,,,,,-19.5866,-1.2132,,,,,,,,-31.3578,,,,,,,,,,,,,,,,,,,,,,-32.0174,,,,
960,,,,,,,,,,,,-31.7266,,,,-21.7585,,,-29.0732,,,-20.1632,-21.6055,,,,,,,,,,,,-19.5864,-1.1262,,,,,,,,-31.3594,,,,,,,,,,,,,,,,,,,,,,-32.0189,,,,
961,,,,,,,,,,,,-31.7279,,,,-21.7566,,,-29.0726,,,-20.1488,-21.6101,,,,,,,,,,,,-19.5862,-1.0849,,,,,,,,-31.3610,,,,,,,,,,,,,,,,,,,,,,-32.0202,,,,
962,,,,,,,,,,,,-31.7290,,,,-21.7547,,,-29.0721,,,-20.1346,-21.6146,,,,,,,,,,,,-19.5861,-1.0002,,,,,,,,-31.3626,,,,,,,,,,,,,,,,,,,,,,-32.0213,,,,
963,,,,,,,,,,,,-31.7300,,,,-21.7527,,,-29.0715,,,-20.1205,-21.6191,,,,,,,,,,,,-19.5859,-0.9403,,,,,,,,-31.3642,,,,,,,,,,,,,,,,,,,,,,-32.0223,,,,
964,,,,,,,,,,,,-31.7309,,,,-21.7507,,,-29.0709,,,-20.1067,-21.6235,,,,,,,,,,,,-19.5857,-0.9356,,,,,,,,-31.3659,,,,,,,,,,,,,,,,,,,,,,-32.0234,,,,
965,,,,,,,,,,,,-31.7318,,,,-21.7486,,,-29.0703,,,-20.0931,-21.6280,,,,,,,,,,,,-19.5856,-0.8840,,,,,,,,-31.3675,,,,,,,,,,,,,,,,,,,,,,-32.0247,,,,
966,,,,,,,,,,,,-31.7326,,,,-21.7465,,,-29.0697,,,-20.0798,-21.6324,,,,,,,,,,,,-19.5854,-0.8448,,,,,,,,-31.3691,,,,,,,,,,,,,,,,,,,,,,-32.0263,,,,
967,,,,,,,,,,,,-31.7332,,,,-21.7444,,,-29.0690,,,-20.0668,-21.6368,,,,,,,,,,,,-19.5852,-0.8364,,,,,,,,-31.3708,,,,,,,,,,,,,,,,,,,,,,-32.0280,,,,
968,,,,,,,,,,,,-31.7338,,,,-21.7422,,,-29.0684,,,-20.0542,-21.6412,,,,,,,,,,,,-19.5851,-0.8270,,,,,,,,-31.3725,,,,,,,,,,,,,,,,,,,,,,-32.0299,,,,
969,,,,,,,,,,,,-31.7345,,,,-21.7399,,,-29.0678,,,-20.0419,-21.6455,,,,,,,,,,,,-19.5849,-0.8139,,,,,,,,-31.3741,,,,,,,,,,,,,,,,,,,,,,-32.0318,,,,
970,,,,,,,,,,,,-31.7353,,,,-21.7377,,,-29.0671,,,-20.0299,-21.6498,,,,,,,,,,,,-19.5847,-0.8022,,,,,,,,-31.3758,,,,,,,,,,,,,,,,,,,,,,-32.0335,,,,
971,,,,,,,,,,,,-31.7364,,,,-21.7353,,,-29.0664,,,-20.0184,-21.6541,,,,,,,,,,,,-19.5845,-0.8019,,,,,,,,-31.3774,,,,,,,,,,,,,,,,,,,,,,-32.0351,,,,
972,,,,,,,,,,,,-31.7377,,,,-21.7330,,,-29.0658,,,-20.0075,-21.6584,,,,,,,,,,,,-19.5843,-0.8002,,,,,,,,-31.3791,,,,,,,,,,,,,,,,,,,,,,-32.0365,,,,
973,,,,,,,,,,,,-31.7391,,,,-21.7306,,,-29.0651,,,-19.9973,-21.6627,,,,,,,,,,,,-19.5841,-0.7969,,,,,,,,-31.3807,,,,,,,,,,,,,,,,,,,,,,-32.0380,,,,
974,,,,,,,,,,,,-31.7406,,,,-21.7281,,,-29.0645,,,-19.9876,-21.6669,,,,,,,,,,,,-19.5839,-0.7911,,,,,,,,-31.3823,,,,,,,,,,,,,,,,,,,,,,-32.0394,,,,
