depth [m],Agassiz77,Agassiz79a,Agassiz79b,Agassiz84,CVI_EPF,CampCentury,CampIII_78b,CampVI,DYE-3,Devon72,Devon73,Devon98,FOXX1,FOXX2,FladeIsblink06,GISP2,GRIP,GULL,HansTausen_Dome,HansTausen_Hare,Isua_10,Isua_11,Isua_12,Isua_13,Isua_14,Isunnguata_13km-10,Isunnguata_27km-11A,Isunnguata_27km-11B,Isunnguata_27km-11C,Isunnguata_27km-12A,Isunnguata_27km-12B,Isunnguata_27km-12C,Isunnguata_33km_14N,Isunnguata_33km_14SA,Isunnguata_33km_14SB,Isunnguata_33km_14W,Isunnguata_33km_15CA,Isunnguata_33km_15CB,Isunnguata_33km_15E,Isunnguata_33km_15N,Isunnguata_33km_15S,Isunnguata_46km-11A,Isunnguata_46km-11B,Isunnguata_M1-10,Isunnguata_M2-10B,Jakobshavn89A,Jakobshavn89B,Jakobshavn95D_I1,Jakobshavn95D_I2,Jakobshavn95D_T3,Jakobshavn95D_T4,Jakobshavn95D_T5,Meighen67,NEEM,NGRIP,Penny96,PrinceWales05,Renland88,SiteII,SiteII_EGIG,StationCentrale,StationCentrale_EGIG,Store_R30_BH19c,Store_S30,TD1_88,TD2_88,TD3_88,TD4_91a,TD4_91b,TD5_90,TD5_91,Tuto_D-11
932,,,,,,-20.5577,,,-19.6043,,,,,,,-31.3146,-31.6790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.6126,-21.3574,,,,,,,-29.0863,-31.9747,,,,,,,,-2.5815,,,,,,,,,
933,,,,,,-20.5442,,,-19.6033,,,,,,,-31.3161,-31.6809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.6016,-21.3636,,,,,,,-29.0860,-31.9761,,,,,,,,-2.5392,,,,,,,,,
934,,,,,,-20.5307,,,-19.6024,,,,,,,-31.3177,-31.6827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.5906,-21.3699,,,,,,,-29.0856,-31.9774,,,,,,,,-2.4985,,,,,,,,,
935,,,,,,-20.5172,,,-19.6014,,,,,,,-31.3192,-31.6846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.5795,-21.3761,,,,,,,-29.0852,-31.9788,,,,,,,,-2.4690,,,,,,,,,
936,,,,,,-20.5038,,,-19.6004,,,,,,,-31.3208,-31.6860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.5685,-21.3823,,,,,,,-29.0848,-31.9804,,,,,,,,-2.4304,,,,,,,,,
937,,,,,,-20.4903,,,-19.5995,,,,,,,-31.3224,-31.6873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.5575,-21.3886,,,,,,,-29.0844,-31.9820,,,,,,,,-2.3873,,,,,,,,,
938,,,,,,-20.4768,,,-19.5985,,,,,,,-31.3239,-31.6887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.5465,-21.3948,,,,,,,-29.0839,-31.9836,,,,,,,,-2.3377,,,,,,,,,
939,,,,,,-20.4633,,,-19.5975,,,,,,,-31.3255,-31.6900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.5355,-21.4010,,,,,,,-29.0835,-31.9852,,,,,,,,-2.2887,,,,,,,,,
940,,,,,,-20.4498,,,-19.5965,,,,,,,-31.3271,-31.6914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.5244,-21.4072,,,,,,,-29.0831,-31.9868,,,,,,,,-2.2422,,,,,,,,,
941,,,,,,-20.4363,,,-19.5956,,,,,,,-31.3287,-31.6930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.5134,-21.4135,,,,,,,-29.0827,-31.9883,,,,,,,,-2.1954,,,,,,,,,
942,,,,,,-20.4229,,,-19.5946,,,,,,,-31.3303,-31.6946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.5024,-21.4197,,,,,,,-29.0822,-31.9898,,,,,,,,-2.1422,,,,,,,,,
943,,,,,,-20.4094,,,-19.5936,,,,,,,-31.3320,-31.6961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.4914,-21.4259,,,,,,,-29.0818,-31.9914,,,,,,,,-2.0889,,,,,,,,,
944,,,,,,-20.3959,,,-19.5927,,,,,,,-31.3336,-31.6977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.4803,-21.4322,,,,,,,-29.0813,-31.9929,,,,,,,,-2.0459,,,,,,,,,
945,,,,,,-20.3824,,,-19.5917,,,,,,,-31.3352,-31.6993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.4693,-21.4384,,,,,,,-29.0809,-31.9944,,,,,,,,-1.9936,,,,,,,,,
946,,,,,,-20.3684,,,-19.5907,,,,,,,-31.3368,-31.7011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.4583,-21.4446,,,,,,,-29.0804,-31.9961,,,,,,,,-1.9428,,,,,,,,,
947,,,,,,-20.3544,,,-19.5898,,,,,,,-31.3384,-31.7029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.4473,-21.4509,,,,,,,-29.0799,-31.9978,,,,,,,,-1.8898,,,,,,,,,
948,,,,,,-20.3404,,,-19.5895,,,,,,,-31.3400,-31.7046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.4363,-21.4571,,,,,,,-29.0795,-31.9994,,,,,,,,-1.8477,,,,,,,,,
949,,,,,,-20.3264,,,-19.5893,,,,,,,-31.3416,-31.7064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.4252,-21.4633,,,,,,,-29.0790,-32.0011,,,,,,,,-1.7987,,,,,,,,,
950,,,,,,-20.3124,,,-19.5891,,,,,,,-31.3432,-31.7082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.4142,-21.4696,,,,,,,-29.0785,-32.0028,,,,,,,,-1.7424,,,,,,,,,
951,,,,,,-20.2984,,,-19.5889,,,,,,,-31.3448,-31.7098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.4032,-21.4758,,,,,,,-29.0780,-32.0043,,,,,,,,-1.6868,,,,,,,,,
952,,,,,,-20.2844,,,-19.5886,,,,,,,-31.3464,-31.7114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.3922,-21.4820,,,,,,,-29.0775,-32.0058,,,,,,,,-1.6286,,,,,,,,,
953,,,,,,-20.2704,,,-19.5884,,,,,,,-31.3481,-31.7131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.3811,-21.4883,,,,,,,-29.0770,-32.0073,,,,,,,,-1.5658,,,,,,,,,
954,,,,,,-20.2564,,,-19.5882,,,,,,,-31.3497,-31.7147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.3701,-21.4945,,,,,,,-29.0765,-32.0088,,,,,,,,-1.5007,,,,,,,,,
955,,,,,,-20.2424,,,-19.5880,,,,,,,-31.3513,-31.7163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.3591,-21.5007,,,,,,,-29.0760,-32.0103,,,,,,,,-1.4594,,,,,,,,,
956,,,,,,-20.2284,,,-19.5877,,,,,,,-31.3529,-31.7184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.3481,-21.5070,,,,,,,-29.0754,-32.0120,,,,,,,,-1.4087,,,,,,,,,
957,,,,,,-20.2144,,,-19.5875,,,,,,,-31.3545,-31.7204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.3370,-21.5132,,,,,,,-29.0749,-32.0137,,,,,,,,-1.3588,,,,,,,,,
958,,,,,,-20.2004,,,-19.5873,,,,,,,-31.3562,-31.7225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.3260,-21.5194,,,,,,,-29.0743,-32.0155,,,,,,,,-1.3169,,,,,,,,,
959,,,,,,-20.1864,,,-19.5871,,,,,,,-31.3578,-31.7245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.3150,-21.5257,,,,,,,-29.0738,-32.0172,,,,,,,,-1.2607,,,,,,,,,
960,,,,,,-20.1724,,,-19.5868,,,,,,,-31.3594,-31.7266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.3040,-21.5319,,,,,,,-29.0732,-32.0189,,,,,,,,-1.1521,,,,,,,,,
961,,,,,,-20.1584,,,-19.5866,,,,,,,-31.3610,-31.7276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.2930,-21.5381,,,,,,,-29.0726,-32.0201,,,,,,,,-1.1029,,,,,,,,,
962,,,,,,-20.1444,,,-19.5864,,,,,,,-31.3626,-31.7287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.2819,-21.5443,,,,,,,-29.0720,-32.0212,,,,,,,,-1.0438,,,,,,,,,
963,,,,,,-20.1304,,,-19.5862,,,,,,,-31.3643,-31.7297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.2709,-21.5506,,,,,,,-29.0715,-32.0224,,,,,,,,-0.9540,,,,,,,,,
964,,,,,,-20.1164,,,-19.5859,,,,,,,-31.3659,-31.7308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.2599,-21.5568,,,,,,,-29.0709,-32.0235,,,,,,,,-0.9381,,,,,,,,,
965,,,,,,-20.1024,,,-19.5857,,,,,,,-31.3675,-31.7318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.2489,-21.5630,,,,,,,-29.0703,-32.0247,,,,,,,,-0.9125,,,,,,,,,
966,,,,,,-20.0884,,,-19.5855,,,,,,,-31.3692,-31.7325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.2378,-21.5693,,,,,,,-29.0697,-32.0265,,,,,,,,-0.8544,,,,,,,,,
967,,,,,,-20.0744,,,-19.5853,,,,,,,-31.3708,-31.7332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.2268,-21.5755,,,,,,,-29.0690,-32.0282,,,,,,,,-0.8390,,,,,,,,,
968,,,,,,-20.0604,,,-19.5850,,,,,,,-31.3725,-31.7339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.2158,-21.5817,,,,,,,-29.0684,-32.0300,,,,,,,,-0.8318,,,,,,,,,
969,,,,,,-20.0464,,,-19.5848,,,,,,,-31.3741,-31.7346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.2048,-21.5880,,,,,,,-29.0677,-32.0317,,,,,,,,-0.8193,,,,,,,,,
970,,,,,,-20.0324,,,-19.5846,,,,,,,-31.3758,-31.7353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.1938,-21.5942,,,,,,,-29.0671,-32.0335,,,,,,,,-0.8042,,,,,,,,,
971,,,,,,-20.0184,,,-19.5844,,,,,,,-31.3774,-31.7367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.1827,-21.6004,,,,,,,-29.0664,-32.0350,,,,,,,,-0.7985,,,,,,,,,
972,,,,,,-20.0088,,,-19.5841,,,,,,,-31.3791,-31.7380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.1717,-21.6067,,,,,,,-29.0658,-32.0364,,,,,,,,-0.8058,,,,,,,,,
973,,,,,,-19.9992,,,-19.5839,,,,,,,-31.3807,-31.7394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.1607,-21.6129,,,,,,,-29.0651,-32.0379,,,,,,,,-0.7992,,,,,,,,,
974,,,,,,-19.9896,,,-19.5837,,,,,,,-31.3824,-31.7407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.1497,-21.6191,,,,,,,-29.0645,-32.0393,,,,,,,,-0.7920,,,,,,,,,
975,,,,,,-19.9800,,,-19.5835,,,,,,,-31.3840,-31.7421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.1386,-21.6254,,,,,,,-29.0638,-32.0408,,,,,,,,-0.7904,,,,,,,,,
976,,,,,,-19.9704,,,-19.5832,,,,,,,-31.3857,-31.7436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.1276,-21.6316,,,,,,,-29.0631,-32.0422,,,,,,,,-0.7903,,,,,,,,,
977,,,,,,-19.9608,,,-19.5830,,,,,,,-31.3874,-31.7452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.1166,-21.6378,,,,,,,-29.0624,-32.0435,,,,,,,,-0.7946,,,,,,,,,
978,,,,,,-19.9513,,,-19.5828,,,,,,,-31.3890,-31.7467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.1056,-21.6441,,,,,,,-29.0617,-32.0449,,,,,,,,-0.7921,,,,,,,,,
979,,,,,,-19.9417,,,-19.5826,,,,,,,-31.3907,-31.7483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.0945,-21.6503,,,,,,,-29.0610,-32.0462,,,,,,,,-0.7891,,,,,,,,,
980,,,,,,-19.9321,,,-19.5824,,,,,,,-31.3924,-31.7498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.0835,-21.6565,,,,,,,-29.0603,-32.0476,,,,,,,,-0.7926,,,,,,,,,
981,,,,,,-19.9225,,,-19.5821,,,,,,,-31.3941,-31.7514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.0725,-21.6628,,,,,,,-29.0595,-32.0492,,,,,,,,-0.7878,,,,,,,,,
982,,,,,,-19.9129,,,-19.5816,,,,,,,-31.3958,-31.7530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.0615,-21.6690,,,,,,,-29.0588,-32.0508,,,,,,,,-0.7885,,,,,,,,,
983,,,,,,-19.9033,,,-19.5810,,,,,,,-31.3974,-31.7547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.0505,-21.6752,,,,,,,-29.0580,-32.0525,,,,,,,,-0.7865,,,,,,,,,
984,,,,,,-19.8937,,,-19.5804,,,,,,,-31.3991,-31.7563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.0394,-21.6814,,,,,,,-29.0573,-32.0541,,,,,,,,-0.7832,,,,,,,,,
985,,,,,,-19.8841,,,-19.5799,,,,,,,-31.4008,-31.7579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.0284,-21.6877,,,,,,,-29.0565,-32.0557,,,,,,,,-0.7834,,,,,,,,,
986,,,,,,-19.8745,,,-19.5793,,,,,,,-31.4025,-31.7594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.0174,-21.6939,,,,,,,-29.0557,-32.0571,,,,,,,,-0.7867,,,,,,,,,
987,,,,,,-19.8649,,,-19.5787,,,,,,,-31.4042,-31.7610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.0064,-21.7001,,,,,,,-29.0549,-32.0585,,,,,,,,-0.7892,,,,,,,,,
988,,,,,,-19.8553,,,-19.5782,,,,,,,-31.4059,-31.7625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.9953,-21.7064,,,,,,,-29.0541,-32.0599,,,,,,,,-0.7915,,,,,,,,,
989,,,,,,-19.8457,,,-19.5776,,,,,,,-31.4076,-31.7641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.9843,-21.7126,,,,,,,-29.0533,-32.0613,,,,,,,,-0.7895,,,,,,,,,
990,,,,,,-19.8361,,,-19.5770,,,,,,,-31.4093,-31.7656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.9733,-21.7188,,,,,,,-29.0525,-32.0627,,,,,,,,-0.7953,,,,,,,,,
991,,,,,,-19.8265,,,-19.5765,,,,,,,-31.4110,-31.7673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.9623,-21.7251,,,,,,,-29.0517,-32.0643,,,,,,,,-0.7939,,,,,,,,,
992,,,,,,-19.8031,,,-19.5759,,,,,,,-31.4127,-31.7690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.9513,-21.7313,,,,,,,-29.0508,-32.0660,,,,,,,,-0.7943,,,,,,,,,
993,,,,,,-19.7797,,,-19.5753,,,,,,,-31.4144,-31.7708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.9402,-21.7375,,,,,,,-29.0500,-32.0676,,,,,,,,-0.7943,,,,,,,,,
994,,,,,,-19.7562,,,-19.5748,,,,,,,-31.4161,-31.7725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.9292,-21.7438,,,,,,,-29.0491,-32.0693,,,,,,,,-0.7951,,,,,,,,,
995,,,,,,-19.7328,,,-19.5742,,,,,,,-31.4178,-31.7742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.9182,-21.7500,,,,,,,-29.0483,-32.0709,,,,,,,,-0.7969,,,,,,,,,
996,,,,,,-19.7094,,,-19.5736,,,,,,,-31.4195,-31.7758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.9072,-21.7527,,,,,,,-29.0474,-32.0724,,,,,,,,-0.7968,,,,,,,,,
997,,,,,,-19.6860,,,-19.5731,,,,,,,-31.4212,-31.7774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.8961,-21.7555,,,,,,,-29.0465,-32.0739,,,,,,,,-0.7964,,,,,,,,,
998,,,,,,-19.6626,,,-19.5725,,,,,,,-31.4230,-31.7790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.8851,-21.7583,,,,,,,-29.0456,-32.0753,,,,,,,,-0.7978,,,,,,,,,
999,,,,,,-19.6392,,,-19.5719,,,,,,,-31.4247,-31.7806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.8741,-21.7610,,,,,,,-29.0447,-32.0768,,,,,,,,-0.7992,,,,,,,,,
1000,,,,,,-19.6157,,,-19.5714,,,,,,,-31.4264,-31.7822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.8631,-21.7638,,,,,,,-29.0438,-32.0783,,,,,,,,-0.8056,,,,,,,,,
1001,,,,,,-19.5923,,,-19.5708,,,,,,,-31.4281,-31.7839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.8520,-21.7665,,,,,,,-29.0429,-32.0798,,,,,,,,-0.8018,,,,,,,,,
1002,,,,,,-19.5689,,,-19.5702,,,,,,,-31.4299,-31.7856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.8410,-21.7692,,,,,,,-29.0419,-32.0812,,,,,,,,-0.8084,,,,,,,,,
1003,,,,,,-19.5455,,,-19.5697,,,,,,,-31.4316,-31.7873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.8300,-21.7720,,,,,,,-29.0410,-32.0827,,,,,,,,-0.8087,,,,,,,,,
1004,,,,,,-19.5221,,,-19.5691,,,,,,,-31.4334,-31.7890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.8190,-21.7748,,,,,,,-29.0400,-32.0841,,,,,,,,-0.8085,,,,,,,,,
1005,,,,,,-19.5062,,,-19.5685,,,,,,,-31.4351,-31.7907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.8080,-21.7775,,,,,,,-29.0391,-32.0856,,,,,,,,-0.8068,,,,,,,,,
1006,,,,,,-19.4904,,,-19.5680,,,,,,,-31.4368,-31.7924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.7969,-21.7802,,,,,,,-29.0381,-32.0871,,,,,,,,-0.8084,,,,,,,,,
1007,,,,,,-19.4746,,,-19.5674,,,,,,,-31.4386,-31.7941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.7859,-21.7830,,,,,,,-29.0371,-32.0886,,,,,,,,-0.8074,,,,,,,,,
1008,,,,,,-19.4588,,,-19.5668,,,,,,,-31.4403,-31.7959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.7749,-21.7858,,,,,,,-29.0362,-32.0901,,,,,,,,-0.8110,,,,,,,,,
1009,,,,,,-19.4429,,,-19.5663,,,,,,,-31.4421,-31.7976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.7639,-21.7885,,,,,,,-29.0352,-32.0916,,,,,,,,-0.8156,,,,,,,,,
1010,,,,,,-19.4271,,,-19.5657,,,,,,,-31.4438,-31.7993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.7528,-21.7913,,,,,,,-29.0342,-32.0931,,,,,,,,-0.8176,,,,,,,,,
1011,,,,,,-19.4113,,,-19.5651,,,,,,,-31.4456,-31.8012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.7418,-21.7940,,,,,,,-29.0332,-32.0946,,,,,,,,-0.8219,,,,,,,,,
1012,,,,,,-19.3955,,,-19.5645,,,,,,,-31.4473,-31.8031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.7308,-21.7967,,,,,,,-29.0321,-32.0961,,,,,,,,-0.8170,,,,,,,,,
1013,,,,,,-19.3796,,,-19.5640,,,,,,,-31.4491,-31.8051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.7198,-21.7995,,,,,,,-29.0311,-32.0975,,,,,,,,-0.8208,,,,,,,,,
1014,,,,,,-19.3638,,,-19.5634,,,,,,,-31.4508,-31.8070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.7088,-21.8023,,,,,,,-29.0300,-32.0990,,,,,,,,-0.8260,,,,,,,,,
1015,,,,,,-19.3480,,,-19.5628,,,,,,,-31.4526,-31.8089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.6977,-21.8050,,,,,,,-29.0290,-32.1005,,,,,,,,-0.8241,,,,,,,,,
1016,,,,,,-19.3322,,,-19.5623,,,,,,,-31.4544,-31.8106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.6867,-21.8077,,,,,,,-29.0279,-32.1020,,,,,,,,-0.8180,,,,,,,,,
1017,,,,,,-19.3163,,,-19.5617,,,,,,,-31.4561,-31.8124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.6757,-21.8105,,,,,,,-29.0268,-32.1035,,,,,,,,-0.8215,,,,,,,,,
1018,,,,,,-19.3005,,,-19.5611,,,,,,,-31.4579,-31.8141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.6647,-21.8133,,,,,,,-29.0257,-32.1050,,,,,,,,-0.8229,,,,,,,,,
1019,,,,,,-19.2847,,,-19.5606,,,,,,,-31.4596,-31.8159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.6536,-21.8160,,,,,,,-29.0246,-32.1065,,,,,,,,-0.8267,,,,,,,,,
1020,,,,,,-19.2688,,,-19.5600,,,,,,,-31.4614,-31.8176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.6426,-21.8188,,,,,,,-29.0235,-32.1080,,,,,,,,-0.8289,,,,,,,,,
1021,,,,,,-19.2530,,,-19.5594,,,,,,,-31.4632,-31.8195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.6316,-21.8215,,,,,,,-29.0224,-32.1094,,,,,,,,-0.8267,,,,,,,,,
1022,,,,,,-19.2372,,,-19.5589,,,,,,,-31.4650,-31.8214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.6206,-21.8242,,,,,,,-29.0212,-32.1109,,,,,,,,-0.8323,,,,,,,,,
1023,,,,,,-19.2214,,,-19.5583,,,,,,,-31.4667,-31.8232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.6095,-21.8270,,,,,,,-29.0201,-32.1123,,,,,,,,-0.8232,,,,,,,,,
1024,,,,,,-19.2055,,,-19.5577,,,,,,,-31.4685,-31.8251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.5985,-21.8298,,,,,,,-29.0189,-32.1138,,,,,,,,-0.8267,,,,,,,,,
1025,,,,,,-19.1897,,,-19.5572,,,,,,,-31.4703,-31.8270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.5875,-21.8325,,,,,,,-29.0178,-32.1152,,,,,,,,-0.8276,,,,,,,,,
1026,,,,,,-19.1739,,,-19.5566,,,,,,,-31.4721,-31.8286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.5765,-21.8352,,,,,,,-29.0166,-32.1167,,,,,,,,-0.8309,,,,,,,,,
1027,,,,,,-19.1581,,,-19.5563,,,,,,,-31.4739,-31.8302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.5655,-21.8380,,,,,,,-29.0154,-32.1183,,,,,,,,-0.8261,,,,,,,,,
1028,,,,,,-19.1415,,,-19.5560,,,,,,,-31.4756,-31.8318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.5544,-21.8407,,,,,,,-29.0142,-32.1198,,,,,,,,-0.8275,,,,,,,,,
1029,,,,,,-19.1250,,,-19.5557,,,,,,,-31.4774,-31.8334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.5434,-21.8435,,,,,,,-29.0130,-32.1214,,,,,,,,-0.8271,,,,,,,,,
1030,,,,,,-19.1084,,,-19.5554,,,,,,,-31.4792,-31.8350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.5324,-21.8463,,,,,,,-29.0118,-32.1229,,,,,,,,-0.8267,,,,,,,,,
1031,,,,,,-19.0919,,,-19.5551,,,,,,,-31.4810,-31.8370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.5214,-21.8490,,,,,,,-29.0105,-32.1242,,,,,,,,-0.8254,,,,,,,,,
1032,,,,,,-19.0753,,,-19.5548,,,,,,,-31.4828,-31.8391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.5103,-21.8517,,,,,,,-29.0093,-32.1256,,,,,,,,-0.8239,,,,,,,,,
1033,,,,,,-19.0588,,,-19.5545,,,,,,,-31.4846,-31.8411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.4993,-21.8545,,,,,,,-29.0080,-32.1269,,,,,,,,-0.8237,,,,,,,,,
1034,,,,,,-19.0423,,,-19.5542,,,,,,,-31.4864,-31.8432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.4883,-21.8573,,,,,,,-29.0068,-32.1283,,,,,,,,-0.8267,,,,,,,,,
1035,,,,,,-19.0257,,,-19.5539,,,,,,,-31.4882,-31.8452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.4773,-21.8600,,,,,,,-29.0055,-32.1296,,,,,,,,-0.8196,,,,,,,,,
1036,,,,,,-19.0092,,,-19.5536,,,,,,,-31.4900,-31.8472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.4662,-21.8628,,,,,,,-29.0042,-32.1310,,,,,,,,-0.8183,,,,,,,,,
1037,,,,,,-18.9926,,,-19.5533,,,,,,,-31.4918,-31.8492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.4552,-21.8655,,,,,,,-29.0029,-32.1324,,,,,,,,-0.8134,,,,,,,,,
1038,,,,,,-18.9761,,,-19.5529,,,,,,,-31.4937,-31.8511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.4442,-21.8682,,,,,,,-29.0015,-32.1339,,,,,,,,-0.8188,,,,,,,,,
1039,,,,,,-18.9595,,,-19.5526,,,,,,,-31.4955,-31.8531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.4332,-21.8710,,,,,,,-29.0002,-32.1353,,,,,,,,-0.8136,,,,,,,,,
1040,,,,,,-18.9430,,,-19.5523,,,,,,,-31.4973,-31.8551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.4222,-21.8738,,,,,,,-28.9989,-32.1367,,,,,,,,-0.8142,,,,,,,,,
1041,,,,,,-18.9264,,,-19.5520,,,,,,,-31.4991,-31.8567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.4111,-21.8765,,,,,,,-28.9975,-32.1380,,,,,,,,-0.8039,,,,,,,,,
1042,,,,,,-18.9099,,,-19.5517,,,,,,,-31.5009,-31.8583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.4001,-21.8792,,,,,,,-28.9962,-32.1394,,,,,,,,-0.8014,,,,,,,,,
