from_bed,agassiz77,agassiz79a,agassiz79b,agassiz84,camp_century,devon_00,devon_71,devon_72,dye_3,flade_isblink,foxx1,gisp2,grip,gull,h2015_s1a,h2015_s1b,h2015_s3a,h2015_s3b,h2015_s3c,h2015_s4a,h2015_s4b,h2015_s4c,h2015_s5a,h2015_s5b,hanstausen_dome,hanstausen_hare,isua_10,isua_11,isua_12,isua_13,isua_14,jakobshavn_center,jakobshavn_left,jakobshavn_sheet,mcdowell_2021_14n,mcdowell_2021_14sa,mcdowell_2021_14sb,mcdowell_2021_14w,mcdowell_2021_15ca,mcdowell_2021_15cb,mcdowell_2021_15e,mcdowell_2021_15n,mcdowell_2021_15s,meighen,neem,ngrip,penny,pow,renland,site_ii,td1,td2,td3,tuto_ramp
2411,,,,,,,,,,,,-31.0585,-31.3653,,,,,,,,,,,,,,,,,,,-11.6434,,,,,,,,,,,,,-29.1402,-31.6259,,,,,,,,
2412,,,,,,,,,,,,-31.0580,-31.3652,,,,,,,,,,,,,,,,,,,-11.5962,,,,,,,,,,,,,-29.1385,-31.6248,,,,,,,,
2413,,,,,,,,,,,,-31.0575,-31.3650,,,,,,,,,,,,,,,,,,,-11.5490,,,,,,,,,,,,,-29.1367,-31.6238,,,,,,,,
2414,,,,,,,,,,,,-31.0570,-31.3649,,,,,,,,,,,,,,,,,,,-11.5018,,,,,,,,,,,,,-29.1349,-31.6227,,,,,,,,
2415,,,,,,,,,,,,-31.0565,-31.3647,,,,,,,,,,,,,,,,,,,-11.4546,,,,,,,,,,,,,-29.1329,-31.6216,,,,,,,,
2416,,,,,,,,,,,,-31.0560,-31.3645,,,,,,,,,,,,,,,,,,,-11.4074,,,,,,,,,,,,,-29.1308,-31.6206,,,,,,,,
2417,,,,,,,,,,,,-31.0556,-31.3642,,,,,,,,,,,,,,,,,,,-11.3602,,,,,,,,,,,,,-29.1288,-31.6196,,,,,,,,
2418,,,,,,,,,,,,-31.0551,-31.3640,,,,,,,,,,,,,,,,,,,-11.3130,,,,,,,,,,,,,-29.1267,-31.6186,,,,,,,,
2419,,,,,,,,,,,,-31.0547,-31.3638,,,,,,,,,,,,,,,,,,,-11.2658,,,,,,,,,,,,,-29.1247,-31.6176,,,,,,,,
2420,,,,,,,,,,,,-31.0542,-31.3636,,,,,,,,,,,,,,,,,,,-11.2186,,,,,,,,,,,,,-29.1226,-31.6166,,,,,,,,
2421,,,,,,,,,,,,-31.0537,-31.3634,,,,,,,,,,,,,,,,,,,-11.1714,,,,,,,,,,,,,-29.1204,-31.6159,,,,,,,,
2422,,,,,,,,,,,,-31.0533,-31.3631,,,,,,,,,,,,,,,,,,,-11.1242,,,,,,,,,,,,,-29.1183,-31.6152,,,,,,,,
2423,,,,,,,,,,,,-31.0528,-31.3629,,,,,,,,,,,,,,,,,,,-11.0770,,,,,,,,,,,,,-29.1161,-31.6144,,,,,,,,
2424,,,,,,,,,,,,-31.0524,-31.3627,,,,,,,,,,,,,,,,,,,-11.0298,,,,,,,,,,,,,-29.1140,-31.6137,,,,,,,,
2425,,,,,,,,,,,,-31.0519,-31.3627,,,,,,,,,,,,,,,,,,,-10.9826,,,,,,,,,,,,,-29.1119,-31.6130,,,,,,,,
2426,,,,,,,,,,,,-31.0515,-31.3626,,,,,,,,,,,,,,,,,,,-10.9354,,,,,,,,,,,,,-29.1097,-31.6118,,,,,,,,
2427,,,,,,,,,,,,-31.0511,-31.3626,,,,,,,,,,,,,,,,,,,-10.8882,,,,,,,,,,,,,-29.1076,-31.6106,,,,,,,,
2428,,,,,,,,,,,,-31.0506,-31.3625,,,,,,,,,,,,,,,,,,,-10.8410,,,,,,,,,,,,,-29.1054,-31.6094,,,,,,,,
2429,,,,,,,,,,,,-31.0502,-31.3625,,,,,,,,,,,,,,,,,,,-10.7938,,,,,,,,,,,,,-29.1033,-31.6082,,,,,,,,
2430,,,,,,,,,,,,-31.0498,-31.3622,,,,,,,,,,,,,,,,,,,-10.7466,,,,,,,,,,,,,-29.1012,-31.6070,,,,,,,,
2431,,,,,,,,,,,,-31.0494,-31.3618,,,,,,,,,,,,,,,,,,,-10.6994,,,,,,,,,,,,,-29.0991,-31.6060,,,,,,,,
2432,,,,,,,,,,,,-31.0490,-31.3615,,,,,,,,,,,,,,,,,,,-10.6522,,,,,,,,,,,,,-29.0969,-31.6050,,,,,,,,
2433,,,,,,,,,,,,-31.0486,-31.3611,,,,,,,,,,,,,,,,,,,-10.6050,,,,,,,,,,,,,-29.0948,-31.6040,,,,,,,,
2434,,,,,,,,,,,,-31.0482,-31.3608,,,,,,,,,,,,,,,,,,,-10.5578,,,,,,,,,,,,,-29.0927,-31.6030,,,,,,,,
2435,,,,,,,,,,,,-31.0478,-31.3606,,,,,,,,,,,,,,,,,,,-10.5106,,,,,,,,,,,,,-29.0907,-31.6020,,,,,,,,
2436,,,,,,,,,,,,-31.0474,-31.3604,,,,,,,,,,,,,,,,,,,-10.4634,,,,,,,,,,,,,-29.0887,-31.6011,,,,,,,,
2437,,,,,,,,,,,,-31.0470,-31.3603,,,,,,,,,,,,,,,,,,,-10.4162,,,,,,,,,,,,,-29.0866,-31.6001,,,,,,,,
2438,,,,,,,,,,,,-31.0467,-31.3601,,,,,,,,,,,,,,,,,,,-10.3690,,,,,,,,,,,,,-29.0846,-31.5992,,,,,,,,
2439,,,,,,,,,,,,-31.0463,-31.3599,,,,,,,,,,,,,,,,,,,-10.3217,,,,,,,,,,,,,-29.0826,-31.5982,,,,,,,,
2440,,,,,,,,,,,,-31.0459,-31.3597,,,,,,,,,,,,,,,,,,,-10.2745,,,,,,,,,,,,,-29.0807,-31.5973,,,,,,,,
2441,,,,,,,,,,,,-31.0455,-31.3596,,,,,,,,,,,,,,,,,,,-10.2273,,,,,,,,,,,,,-29.0789,-31.5963,,,,,,,,
2442,,,,,,,,,,,,-31.0452,-31.3594,,,,,,,,,,,,,,,,,,,-10.1801,,,,,,,,,,,,,-29.0770,-31.5954,,,,,,,,
2443,,,,,,,,,,,,-31.0448,-31.3593,,,,,,,,,,,,,,,,,,,-10.1329,,,,,,,,,,,,,-29.0752,-31.5944,,,,,,,,
2444,,,,,,,,,,,,-31.0445,-31.3591,,,,,,,,,,,,,,,,,,,-10.0857,,,,,,,,,,,,,-29.0733,-31.5935,,,,,,,,
2445,,,,,,,,,,,,-31.0441,-31.3590,,,,,,,,,,,,,,,,,,,-10.0385,,,,,,,,,,,,,-29.0717,-31.5925,,,,,,,,
2446,,,,,,,,,,,,-31.0438,-31.3590,,,,,,,,,,,,,,,,,,,-9.9913,,,,,,,,,,,,,-29.0701,-31.5914,,,,,,,,
2447,,,,,,,,,,,,-31.0435,-31.3589,,,,,,,,,,,,,,,,,,,-9.9441,,,,,,,,,,,,,-29.0686,-31.5903,,,,,,,,
2448,,,,,,,,,,,,-31.0431,-31.3589,,,,,,,,,,,,,,,,,,,-9.8969,,,,,,,,,,,,,-29.0670,-31.5893,,,,,,,,
2449,,,,,,,,,,,,-31.0428,-31.3588,,,,,,,,,,,,,,,,,,,-9.8497,,,,,,,,,,,,,-29.0654,-31.5882,,,,,,,,
2450,,,,,,,,,,,,-31.0425,-31.3588,,,,,,,,,,,,,,,,,,,-9.8025,,,,,,,,,,,,,-29.0643,-31.5871,,,,,,,,
2451,,,,,,,,,,,,-31.0422,-31.3588,,,,,,,,,,,,,,,,,,,-9.7553,,,,,,,,,,,,,-29.0632,-31.5864,,,,,,,,
2452,,,,,,,,,,,,-31.0419,-31.3587,,,,,,,,,,,,,,,,,,,-9.7081,,,,,,,,,,,,,-29.0621,-31.5857,,,,,,,,
2453,,,,,,,,,,,,-31.0416,-31.3587,,,,,,,,,,,,,,,,,,,-9.6646,,,,,,,,,,,,,-29.0610,-31.5851,,,,,,,,
2454,,,,,,,,,,,,-31.0413,-31.3587,,,,,,,,,,,,,,,,,,,-9.6212,,,,,,,,,,,,,,-31.5844,,,,,,,,
2455,,,,,,,,,,,,-31.0410,-31.3587,,,,,,,,,,,,,,,,,,,-9.5777,,,,,,,,,,,,,,-31.5837,,,,,,,,
2456,,,,,,,,,,,,-31.0407,-31.3587,,,,,,,,,,,,,,,,,,,-9.5342,,,,,,,,,,,,,,-31.5830,,,,,,,,
2457,,,,,,,,,,,,-31.0404,-31.3587,,,,,,,,,,,,,,,,,,,-9.4907,,,,,,,,,,,,,,-31.5824,,,,,,,,
2458,,,,,,,,,,,,-31.0402,-31.3587,,,,,,,,,,,,,,,,,,,-9.4472,,,,,,,,,,,,,,-31.5817,,,,,,,,
2459,,,,,,,,,,,,-31.0399,-31.3587,,,,,,,,,,,,,,,,,,,-9.4037,,,,,,,,,,,,,,-31.5811,,,,,,,,
2460,,,,,,,,,,,,-31.0396,-31.3586,,,,,,,,,,,,,,,,,,,-9.3603,,,,,,,,,,,,,,-31.5804,,,,,,,,
2461,,,,,,,,,,,,-31.0394,-31.3585,,,,,,,,,,,,,,,,,,,-9.3168,,,,,,,,,,,,,,-31.5795,,,,,,,,
2462,,,,,,,,,,,,-31.0391,-31.3585,,,,,,,,,,,,,,,,,,,-9.2733,,,,,,,,,,,,,,-31.5786,,,,,,,,
2463,,,,,,,,,,,,-31.0389,-31.3584,,,,,,,,,,,,,,,,,,,-9.2298,,,,,,,,,,,,,,-31.5777,,,,,,,,
2464,,,,,,,,,,,,-31.0386,-31.3583,,,,,,,,,,,,,,,,,,,-9.1863,,,,,,,,,,,,,,-31.5768,,,,,,,,
2465,,,,,,,,,,,,-31.0384,-31.3583,,,,,,,,,,,,,,,,,,,-9.1428,,,,,,,,,,,,,,-31.5759,,,,,,,,
2466,,,,,,,,,,,,-31.0382,-31.3584,,,,,,,,,,,,,,,,,,,-9.0994,,,,,,,,,,,,,,-31.5751,,,,,,,,
2467,,,,,,,,,,,,-31.0380,-31.3584,,,,,,,,,,,,,,,,,,,-9.0559,,,,,,,,,,,,,,-31.5743,,,,,,,,
2468,,,,,,,,,,,,-31.0377,-31.3585,,,,,,,,,,,,,,,,,,,-9.0124,,,,,,,,,,,,,,-31.5734,,,,,,,,
2469,,,,,,,,,,,,-31.0375,-31.3585,,,,,,,,,,,,,,,,,,,-8.9689,,,,,,,,,,,,,,-31.5726,,,,,,,,
2470,,,,,,,,,,,,-31.0373,-31.3586,,,,,,,,,,,,,,,,,,,-8.9254,,,,,,,,,,,,,,-31.5718,,,,,,,,
2471,,,,,,,,,,,,-31.0371,-31.3586,,,,,,,,,,,,,,,,,,,-8.8819,,,,,,,,,,,,,,-31.5707,,,,,,,,
2472,,,,,,,,,,,,-31.0369,-31.3587,,,,,,,,,,,,,,,,,,,-8.8385,,,,,,,,,,,,,,-31.5697,,,,,,,,
2473,,,,,,,,,,,,-31.0367,-31.3587,,,,,,,,,,,,,,,,,,,-8.7950,,,,,,,,,,,,,,-31.5686,,,,,,,,
2474,,,,,,,,,,,,-31.0365,-31.3588,,,,,,,,,,,,,,,,,,,-8.7515,,,,,,,,,,,,,,-31.5676,,,,,,,,
2475,,,,,,,,,,,,-31.0363,-31.3590,,,,,,,,,,,,,,,,,,,-8.7080,,,,,,,,,,,,,,-31.5665,,,,,,,,
2476,,,,,,,,,,,,-31.0361,-31.3591,,,,,,,,,,,,,,,,,,,-8.6645,,,,,,,,,,,,,,-31.5659,,,,,,,,
2477,,,,,,,,,,,,-31.0359,-31.3593,,,,,,,,,,,,,,,,,,,-8.6210,,,,,,,,,,,,,,-31.5654,,,,,,,,
2478,,,,,,,,,,,,-31.0358,-31.3594,,,,,,,,,,,,,,,,,,,-8.5775,,,,,,,,,,,,,,-31.5648,,,,,,,,
2479,,,,,,,,,,,,-31.0356,-31.3596,,,,,,,,,,,,,,,,,,,-8.5341,,,,,,,,,,,,,,-31.5643,,,,,,,,
2480,,,,,,,,,,,,-31.0354,-31.3596,,,,,,,,,,,,,,,,,,,-8.4906,,,,,,,,,,,,,,-31.5637,,,,,,,,
2481,,,,,,,,,,,,-31.0352,-31.3595,,,,,,,,,,,,,,,,,,,-8.4471,,,,,,,,,,,,,,-31.5622,,,,,,,,
2482,,,,,,,,,,,,-31.0351,-31.3595,,,,,,,,,,,,,,,,,,,-8.4036,,,,,,,,,,,,,,-31.5608,,,,,,,,
2483,,,,,,,,,,,,-31.0349,-31.3594,,,,,,,,,,,,,,,,,,,-8.3601,,,,,,,,,,,,,,-31.5593,,,,,,,,
2484,,,,,,,,,,,,-31.0348,-31.3594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5579,,,,,,,,
2485,,,,,,,,,,,,-31.0346,-31.3597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5564,,,,,,,,
2486,,,,,,,,,,,,-31.0345,-31.3600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5559,,,,,,,,
2487,,,,,,,,,,,,-31.0344,-31.3602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5554,,,,,,,,
2488,,,,,,,,,,,,-31.0342,-31.3605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5550,,,,,,,,
2489,,,,,,,,,,,,-31.0341,-31.3608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5545,,,,,,,,
2490,,,,,,,,,,,,-31.0340,-31.3610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5540,,,,,,,,
2491,,,,,,,,,,,,-31.0339,-31.3611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5535,,,,,,,,
2492,,,,,,,,,,,,-31.0338,-31.3613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5529,,,,,,,,
2493,,,,,,,,,,,,-31.0337,-31.3614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5524,,,,,,,,
2494,,,,,,,,,,,,-31.0336,-31.3616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5518,,,,,,,,
2495,,,,,,,,,,,,-31.0335,-31.3618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5513,,,,,,,,
2496,,,,,,,,,,,,-31.0334,-31.3619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5507,,,,,,,,
2497,,,,,,,,,,,,-31.0334,-31.3621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5501,,,,,,,,
2498,,,,,,,,,,,,-31.0333,-31.3622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5495,,,,,,,,
2499,,,,,,,,,,,,-31.0333,-31.3624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5489,,,,,,,,
2500,,,,,,,,,,,,-31.0332,-31.3626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5483,,,,,,,,
2501,,,,,,,,,,,,-31.0331,-31.3627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5479,,,,,,,,
2502,,,,,,,,,,,,-31.0331,-31.3629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5474,,,,,,,,
2503,,,,,,,,,,,,-31.0330,-31.3630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5470,,,,,,,,
2504,,,,,,,,,,,,-31.0330,-31.3632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5465,,,,,,,,
2505,,,,,,,,,,,,-31.0329,-31.3635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5461,,,,,,,,
2506,,,,,,,,,,,,-31.0329,-31.3638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5457,,,,,,,,
2507,,,,,,,,,,,,-31.0329,-31.3641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5454,,,,,,,,
2508,,,,,,,,,,,,-31.0328,-31.3644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5450,,,,,,,,
2509,,,,,,,,,,,,-31.0328,-31.3647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5447,,,,,,,,
2510,,,,,,,,,,,,-31.0328,-31.3651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5443,,,,,,,,
2511,,,,,,,,,,,,-31.0328,-31.3655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5437,,,,,,,,
2512,,,,,,,,,,,,-31.0328,-31.3658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5431,,,,,,,,
2513,,,,,,,,,,,,-31.0328,-31.3662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5426,,,,,,,,
2514,,,,,,,,,,,,-31.0328,-31.3666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5420,,,,,,,,
2515,,,,,,,,,,,,-31.0328,-31.3668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5414,,,,,,,,
2516,,,,,,,,,,,,-31.0328,-31.3670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5410,,,,,,,,
2517,,,,,,,,,,,,-31.0328,-31.3673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5405,,,,,,,,
2518,,,,,,,,,,,,-31.0329,-31.3675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5401,,,,,,,,
2519,,,,,,,,,,,,-31.0329,-31.3677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5396,,,,,,,,
2520,,,,,,,,,,,,-31.0329,-31.3680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5392,,,,,,,,
2521,,,,,,,,,,,,-31.0330,-31.3683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5388,,,,,,,,
2522,,,,,,,,,,,,-31.0330,-31.3686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5384,,,,,,,,
2523,,,,,,,,,,,,-31.0331,-31.3689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5381,,,,,,,,
2524,,,,,,,,,,,,-31.0331,-31.3692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5377,,,,,,,,
2525,,,,,,,,,,,,-31.0332,-31.3696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5373,,,,,,,,
2526,,,,,,,,,,,,-31.0333,-31.3700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5370,,,,,,,,
2527,,,,,,,,,,,,-31.0334,-31.3703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5367,,,,,,,,
2528,,,,,,,,,,,,-31.0334,-31.3707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5365,,,,,,,,
2529,,,,,,,,,,,,-31.0335,-31.3711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5362,,,,,,,,
2530,,,,,,,,,,,,-31.0336,-31.3715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5359,,,,,,,,
2531,,,,,,,,,,,,-31.0337,-31.3719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5354,,,,,,,,
2532,,,,,,,,,,,,-31.0338,-31.3723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5348,,,,,,,,
2533,,,,,,,,,,,,-31.0339,-31.3727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5343,,,,,,,,
2534,,,,,,,,,,,,-31.0340,-31.3731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5337,,,,,,,,
2535,,,,,,,,,,,,-31.0341,-31.3736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5332,,,,,,,,
2536,,,,,,,,,,,,-31.0342,-31.3741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5327,,,,,,,,
2537,,,,,,,,,,,,-31.0343,-31.3746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5323,,,,,,,,
2538,,,,,,,,,,,,-31.0345,-31.3751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5318,,,,,,,,
2539,,,,,,,,,,,,-31.0346,-31.3756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5314,,,,,,,,
2540,,,,,,,,,,,,-31.0347,-31.3760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5309,,,,,,,,
2541,,,,,,,,,,,,-31.0349,-31.3764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5304,,,,,,,,
2542,,,,,,,,,,,,-31.0350,-31.3769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5299,,,,,,,,
2543,,,,,,,,,,,,-31.0352,-31.3773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5293,,,,,,,,
2544,,,,,,,,,,,,-31.0353,-31.3777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5288,,,,,,,,
2545,,,,,,,,,,,,-31.0355,-31.3782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5283,,,,,,,,
2546,,,,,,,,,,,,-31.0357,-31.3787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5277,,,,,,,,
2547,,,,,,,,,,,,-31.0359,-31.3793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5271,,,,,,,,
2548,,,,,,,,,,,,-31.0360,-31.3798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5264,,,,,,,,
2549,,,,,,,,,,,,-31.0362,-31.3803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5258,,,,,,,,
2550,,,,,,,,,,,,-31.0364,-31.3808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5252,,,,,,,,
2551,,,,,,,,,,,,-31.0366,-31.3813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5247,,,,,,,,
2552,,,,,,,,,,,,-31.0368,-31.3819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5242,,,,,,,,
2553,,,,,,,,,,,,-31.0370,-31.3824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5237,,,,,,,,
2554,,,,,,,,,,,,-31.0372,-31.3829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5232,,,,,,,,
2555,,,,,,,,,,,,-31.0374,-31.3834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5227,,,,,,,,
2556,,,,,,,,,,,,-31.0376,-31.3839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5225,,,,,,,,
2557,,,,,,,,,,,,-31.0379,-31.3844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5222,,,,,,,,
2558,,,,,,,,,,,,-31.0381,-31.3849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5220,,,,,,,,
2559,,,,,,,,,,,,-31.0384,-31.3854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5217,,,,,,,,
2560,,,,,,,,,,,,-31.0386,-31.3860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5215,,,,,,,,
2561,,,,,,,,,,,,-31.0389,-31.3866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5212,,,,,,,,
2562,,,,,,,,,,,,-31.0391,-31.3872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5210,,,,,,,,
2563,,,,,,,,,,,,-31.0394,-31.3878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5207,,,,,,,,
2564,,,,,,,,,,,,-31.0396,-31.3884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5205,,,,,,,,
2565,,,,,,,,,,,,-31.0399,-31.3891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5202,,,,,,,,
2566,,,,,,,,,,,,-31.0402,-31.3898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5198,,,,,,,,
2567,,,,,,,,,,,,-31.0405,-31.3905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5193,,,,,,,,
2568,,,,,,,,,,,,-31.0408,-31.3912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5189,,,,,,,,
2569,,,,,,,,,,,,-31.0411,-31.3919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5184,,,,,,,,
2570,,,,,,,,,,,,-31.0414,-31.3925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5180,,,,,,,,
2571,,,,,,,,,,,,-31.0417,-31.3930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5177,,,,,,,,
2572,,,,,,,,,,,,-31.0420,-31.3936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5174,,,,,,,,
2573,,,,,,,,,,,,-31.0424,-31.3941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5170,,,,,,,,
2574,,,,,,,,,,,,-31.0427,-31.3947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5167,,,,,,,,
2575,,,,,,,,,,,,-31.0430,-31.3954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5164,,,,,,,,
2576,,,,,,,,,,,,-31.0433,-31.3961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5161,,,,,,,,
2577,,,,,,,,,,,,-31.0437,-31.3967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5159,,,,,,,,
2578,,,,,,,,,,,,-31.0440,-31.3974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5156,,,,,,,,
2579,,,,,,,,,,,,-31.0444,-31.3981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5154,,,,,,,,
2580,,,,,,,,,,,,-31.0447,-31.3988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5151,,,,,,,,
2581,,,,,,,,,,,,-31.0451,-31.3996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5147,,,,,,,,
2582,,,,,,,,,,,,-31.0454,-31.4003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5143,,,,,,,,
2583,,,,,,,,,,,,-31.0458,-31.4011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5140,,,,,,,,
2584,,,,,,,,,,,,-31.0461,-31.4018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5136,,,,,,,,
2585,,,,,,,,,,,,-31.0465,-31.4025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5132,,,,,,,,
2586,,,,,,,,,,,,-31.0469,-31.4032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5129,,,,,,,,
2587,,,,,,,,,,,,-31.0473,-31.4039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5126,,,,,,,,
2588,,,,,,,,,,,,-31.0478,-31.4046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5123,,,,,,,,
2589,,,,,,,,,,,,-31.0482,-31.4053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5120,,,,,,,,
2590,,,,,,,,,,,,-31.0486,-31.4060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5117,,,,,,,,
2591,,,,,,,,,,,,-31.0490,-31.4067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.5115,,,,,,,,
